publish_date,headline_text
20030222,oil price hikes may weigh on rates decision
20030222,one killed after us fuel barge explodes
20030222,pair missing after us fuel barge explodes
20030222,pearson routs aussie women
20030222,petrol price hike compared to interest rate rise
20030222,police coming off the beat oppn claims
20030222,police investigate muswellbrook death
20030222,police treat hunter valley death as murder
20030222,powell leaves japan talks now for china
20030222,powell starts asian tour for north korea talks
20030222,proteas demolish bangladesh
20030222,protesters afloat deliver peace message to pm
20030222,public less concerned with environment statistics
20030222,qld takes gong in aust tourism awards
20030222,rain brings relief for act farmers
20030222,rain falls on drought ravaged eastern states
20030222,recoba handed three match champions ban
20030222,results of first aids vaccine trial to be released
20030222,robo deer takes bullet for justice
20030222,roddick heads all us semis in memphis
20030222,saddam ponders un edict to scrap missiles
20030222,sad note as esteemed music educator dies
20030222,sa govt blocks glenelg high rise apartments
20030222,sampras withdraws from arizona replaced by hewitt
20030222,sa police closing in on schoolgirl killer
20030222,seaman rested for maine road visit
20030222,searchers fear 18 dead after china ferry sinks
20030222,selectors to announce warne replacement soon
20030222,seles to face henin hardenne in dubai final
20030222,shop owner on trial accused over bali bomb
20030222,s korea subway staff face kill charges over fire
20030222,smigun takes out nordic skiing world championship
20030222,st helens win super league season opener
20030222,stormers slaughter sharks
20030222,stuttle family welcomes travel offer
20030222,sunrace heads into gloomy final day
20030222,sun shines on rmit entry in eco car race
20030222,taipans stay alive cannons dodge bullets
20030222,tas relay to raise money for cancer council
20030222,teenagers stabbed in cbd fight
20030222,toll rises in us club fire
20030222,turkey poised for iraq deal with us
20030222,two killed in wa motorbike collision
20030222,uk warns of final phase in iraq stand off
20030222,ulster militants declare ceasefire
20030222,us authorities confirm 95 killed in club fire
20030222,us duo ensures all american semi finals
20030222,us nightclub fire death toll hits 39
20030222,us prosecutors win slave labour case in samoa
20030222,us stocks rise following positive iraqi comments
20030222,vic govt calls for volunteers in state clean up
20030222,wa opp says police will be taken off the beat
20030222,warne to appeal 12 month ban
20030222,weather change saves white beach shacks
20030222,woods remains in the hunt
20030222,worker electrocuted during piggery repairs
20030223,accused people smuggler to face darwin court
20030223,act will struggle with public housing demand mla
20030223,alice forum to discuss indigenous education issues
20030223,alinghi fuming at another cancellation
20030223,at least 14 die as bus tumbles into greece river
20030223,aussies arrive in zimbabwe
20030223,barca deportivo real shine in spain
20030223,bayern open 10 point gap
20030223,bevan not frustrated by lack of opportunities
20030223,blair puts case on iraq to pope
20030223,bradman baggy green expected to fetch 200000
20030223,britain to rally support for new un resolution on
20030223,brown claims french landing site could be tassies
20030223,butchers defended over beef prices
20030223,calls for peaceful iraqi resolution
20030223,cambodian pm denies political emergency
20030223,carpark shooting sparks adelaide manhunt
20030223,carr plans 200m anti drug campaign
20030223,cat lovers march for romes sacred strays
20030223,cats claw dogs
20030223,cats claw dogs pies swoop on blues
20030223,coalition launches ads ahead of election
20030223,colombian rebels demand rescuers back off
20030223,consumers wear cost of trolley loss
20030223,council denies revenue raising over parking fees
20030223,court finds man guilty of gross ingratitude
20030223,cricketers association says warne ban too harsh
20030223,csl defends acquisition investigation
20030223,darwin cleared to play next super 12 match
20030223,davies takes ladies masters
20030223,davison plunders record century
20030223,deadly fire at us rock club whos at fault
20030223,dems to block govts spending cut moves
20030223,differences see beazley stay a backbencher
20030223,downer expects un to back new iraq edict
20030223,downer pushes urgent us talks with n korea
20030223,downer unmoved by iraqi wheat decision
20030223,drought doom turns to flood gloom
20030223,end protest or face the axe zimbabwe players told
20030223,england deserves cup favouritism oneill
20030223,england keep grand slam dreams alive
20030223,england punishes disappointing pakistan
20030223,fake crocs scare off flamingos
20030223,fickle weather again holds up cup racing
20030223,firefighters to continue containment efforts near
20030223,five palestinians die in army crackdown
20030223,flower may play in australia report
20030223,forensic teams struggle to identify us club fire
20030223,former un ambassador criticises howard remarks
20030223,freeman expected to race in melbourne
20030223,gatecrashers blamed for violence at bali thank you
20030223,geelong fights for ring road funding
20030223,govt paper discusses preservation of adelaide
20030223,gunners demolish city as man u stumble
20030223,hampshire chairman calls for review of crickets
20030223,hampshire wants warne once ban is done
20030223,hard work steals craftsmens identities
20030223,hayden focusing on cricket not politics
20030223,henin hardenne outlasts seles in dubai thriller
20030223,hill stars as tigers claim charity cup
20030223,hockeyroos save best till last
20030223,hotels association to fight smoking ban
20030223,howell extends la lead
20030223,hussain hails special england performance
20030223,iaea says iraqi cooperation improving
20030223,iraqi minister says protests prompt wheat decision
20030223,kings regain top spot
20030223,lions roll swans
20030223,man charged after bashing nightclub door with
20030223,man charged over ormiston attack
20030223,man charged with attempted murder after stabbing
20030223,man fights for life after stabbing
20030223,man stabbed to death in melbourne brawl
20030223,maroney makes one last swim
20030223,medicare offices busier as bulk billing dips
20030223,mirnyi slays federer to reach rotterdam final
20030223,missile issue can be resolved with less pressure
20030223,monster surf sweeps woman to death
20030223,more magic from martina
20030223,natasha spat wont destroy us dems
20030223,nataus
20030223,newton predicted 2060 armageddon reports
20030223,new un resolution would give hussein days downer
20030223,nine killed in violence outside karachi mosque
20030223,nsw greens call for parties to show their hand
20030223,nt uni receives cwealth literacy grant
20030223,odriscoll captures record as ireland downs italy
20030223,oil and water does mix okay
20030223,opec pledges oil will flow despite war
20030223,patterson says states should make an offer
20030223,pearson says bureaucracy fails indigenous welfare
20030223,perth tigers giants notch nbl wins
20030223,pilot dies in ultralight plunge
20030223,polanski gets best director cesar for the pianist
20030223,police arrest pair attacked with bricks bottles
20030223,police search for men after shooting
20030223,pope urges blair to avert war
20030223,psg crash to defeat despite ronaldinho gem
20030223,rain still needed in central west qld
20030223,raymond defends memphis title
20030223,research turns spotlight on binge drinking
20030223,roddick wants no dent in atp crown
20030223,s african weapons inspectors to iraq
20030223,sa police investigate fatal road crash
20030223,searchers retrieve ultralight pilots body
20030223,search intensifies for missing pilot
20030223,search to begin for missing pilot
20030223,ses busy after flash floods in north west nsw
20030223,sharks steal glory in perth
20030223,sherpa plans worlds highest cyber cafe byo oxygen
20030223,storms whip nsw coast as northern floods steady
20030223,strikers rout kingz
20030223,strikers rout kingz united down knights
20030223,tail rescues struggling wa
20030223,tamworth flooding may cost millions
20030223,teacher student guidelines need modifying mp
20030223,teenager dies after transplant mix up
20030223,tendulkar blazes century in big total
20030223,territory on search for raw comedy talent
20030223,third time lucky for canberra unis brisbane campus
20030223,tight security to greet cricketers in zimbabwe
20030223,tourists cry foul over spilt milk
20030223,tropfest turns tarpfest but show will go on
20030223,turkey signals go ahead for us troops
20030223,tyson destroys etienne in less than a minute
20030223,un vote on iraq soon after march 7 powell
20030223,us spain draft second un resolution
20030223,us to put new resolution before un
20030223,warne appeal to delay naming of replacement
20030223,warne will be back pollock
20030223,warnings of water contaminiation after recent rain
20030223,wa struggling in one day final
20030223,waugh expected to play in one day final
20030223,waugh leads blues to one day title
20030223,weapons experts denounce us intelligence on iraq
20030223,yemen chopper crash kills eight troops
20030224,94 dead in china earthquake
20030224,academic considers indigenous culture role in
20030224,adelaide man charged with firearm offences
20030224,ajax lose ground after utrecht defeat
20030224,all ords jumps 33 points higher
20030224,alp chooses charlestown candidate
20030224,amino levels linked to malaria treatment research
20030224,anti french jokes censored broadcaster complains
20030224,asa welcomes court ruling on chairman
20030224,at least five killed in factional afghan fighting
20030224,awb defends grain freight spot price tendering
20030224,beef prices set to rise
20030224,bhp billiton reveals 19pc profit downturn
20030224,blokes peel off pants for peace
20030224,bomb alert delays domestic flights by philippine
20030224,boulami set to be banned iaaf source
20030224,boy almost drowns after being swept down storm
20030224,bradman baggy green may go on tour
20030224,britain concerned about reports of iraqi missiles
20030224,building industry set for a shake up
20030224,cabinet meets to balance budget priorities
20030224,canberra steps up tourist campaign
20030224,carr considers clarence battle
20030224,celtic still on for four trophies
20030224,chavez blasts media as violence continues
20030224,civilian killed as gunmen attack minibus in east
20030224,claim more than 20 diamond miners murdered in congo
20030224,claims of new evidence in an unsolved double murder
20030224,clean coal technology still years away
20030224,coastal grazing boom lifts property prices
20030224,combined approach tackles grasshoppers
20030224,committee to offer aged care warning
20030224,community bank shares trading shows little change
20030224,community cleans up after drenching
20030224,community flocks to use waste transfer station
20030224,conference to focus on tuna fishery
20030224,council hosts farewell for mp
20030224,council resists eba roster pressure
20030224,customs house restoration opened
20030224,dam water levels still critically low
20030224,death toll hits 41 during bangladeshs local
20030224,dent rolls roddick to take st jude title
